Date,EURUSD,VIX,DXY,WTI,US10Y,EU10Y,ret_eurusd,vol_21,ma_ratio_21,momentum_21,ret_vix,ret_dxy,ret_wti,spread_10y,target_vol_1m,target_var_95_1m
2010-03-02,1.3620638847351074,19.059999465942383,80.5199966430664,79.68000030517578,3.62,3.494549271836881,0.004308478211709109,0.00692891716606764,-0.0029796438491246358,-0.02199727634019555,-0.010438548047527947,-0.0017372757661139652,0.012452393836534847,0.12545072816311897,0.026976806124065097,0.04437684607408709
2010-03-03,1.3701633214950562,18.829999923706055,79.9800033569336,80.87000274658203,3.63,3.529489130634636,0.005928833785702982,0.007027439272626465,0.003910015958062063,-0.019648127108900293,-0.012140531588905705,-0.006728913690074956,0.014934769538761605,0.10051086936536402,0.02689963440771395,0.04424989860068945
2010-03-04,1.3584003448486328,18.719999313354492,80.55999755859375,80.20999908447266,3.61,3.519362516302563,-0.008622155066121798,0.007163607995160675,-0.003606442561576717,-0.022807555547323055,-0.005858904247674105,0.007225572714031923,-0.008161291451634911,0.09063748369743685,0.02614050796970631,0.04300113561016688
2010-03-05,1.3628991842269897,17.420000076293945,80.43000030517578,81.5,3.69,3.5428683633696583,0.0033063934556415726,0.006825213426095852,9.853968691087012e-05,-0.00843626827803201,-0.07197345856563178,-0.0016149733945858948,0.016082794293125424,0.14713163663034168,0.0258780929210929,0.042569462855197825
2010-03-08,1.3616927862167358,17.790000915527344,80.43000030517578,81.87000274658203,3.72,3.5404398969532176,-0.0008855623903917359,0.006754530369036136,-0.0005661782857797615,-0.0046161966335592775,0.0210175773367425,0.0,0.00453991100100648,0.1795601030467826,0.026563380781707877,0.04369676138590946
2010-03-09,1.3606922626495361,17.920000076293945,80.58999633789062,81.48999786376953,3.71,3.499186590633005,-0.0007350346069986799,0.006745346027269857,-0.001133824895676372,-0.0034970059462021696,0.00728085866348422,0.0019872821849003146,-0.004641564310053248,0.21081340936699489,0.026760273420124357,0.044020649776104565
2010-03-10,1.3643310070037842,18.56999969482422,80.44999694824219,82.08999633789062,3.73,3.5222884179680767,0.0026706168401978876,0.0064287672503250985,0.0020233950603267825,-0.010068725297318726,0.03562994712654911,-0.0017386913903855346,0.007362848077676176,0.2077115820319233,0.026572839002410035,0.04371232015896451
2010-03-11,1.3685319423675537,18.059999465942383,80.31999969482422,82.11000061035156,3.73,3.531555958830724,0.003074386641760194,0.006462824454529293,0.005347647504990727,-0.004940419912289773,-0.02784784051326585,-0.0016171833608755045,0.00024368709164757085,0.19844404116927583,0.02868090246609418,0.04718008455672493
2010-03-12,1.376993179321289,17.579999923706055,79.83000183105469,81.23999786376953,3.71,3.5606726340969086,0.006163676066468489,0.00650147889950068,0.011251517770398234,0.006444314214033575,-0.026937630500326173,-0.00611925554928795,-0.01059557593612237,0.14932736590309137,0.028905723084936503,0.047549914474720546
2010-03-15,1.3677457571029663,18.0,80.25,79.80000305175781,3.71,3.519990622604632,-0.006738314588262822,0.006635283739763866,0.004310957093022649,0.0031184277766338475,0.023609869978948532,0.005247365415493372,-0.017725195099419278,0.19000937739536816,0.028205825677273394,0.046398583239114735
2010-03-16,1.3768794536590576,17.690000534057617,79.75,81.69999694824219,3.66,3.505543687370656,0.006655721326007922,0.0067558405362135735,0.010432032259687585,0.012185377441908507,-0.017372219534668096,-0.0062500203451712946,0.02380944641383098,0.15445631262934434,0.027561444307573662,0.045338575885958673
2010-03-17,1.3738338947296143,16.90999984741211,79.63999938964844,82.93000030517578,3.65,3.476980435185097,-0.0022143784452943378,0.006248201130370342,0.008298329969618878,-0.00208829223726259,-0.04509438447453756,-0.001380270132840455,0.015055121210259204,0.17301956481490288,0.02808303721690014,0.04619659622180073
